,Tract,County,Urban,Total_Population,Housing_Units,High_Share_Group,Total_Group_Quarters,Percent_Group_Quarters,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,Low_Income_Flag,Total_Poverty_Rate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,Total_Low_Income,Total_Kids,Total_Seniors,Total_White,Total_Black,Total_Asian,Total_NHOPI,Total_AIAN,Total_OMulti,Total_Hispanic,Total_No_Vehicle,Total_SNAP,Population_Size
2684,36063023401,Niagara,1,7400,2699,0,613,8.28,0,0,0,0,1,0,15.5,81307,1,1,1,1,1,0,0,1,3903,5756,3903,659,1077,659,5756,77.79,1077,14.56,1180,15.94,794,10.73,5323,71.94,278,3.75,39,0.52,2,0.03,17,0.24,97,1.31,120,1.62,110,4.07,294,10.89,3903,52.74,659,8.9,790,10.67,511,6.91,3570,48.25,240,3.25,21,0.28,2,0.03,15,0.21,54,0.73,81,1.1,72,2.68,187,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,1701,964,6622,448,51,2,28,249,263,239,381,Large Population
2685,36063023402,Niagara,0,4259,1689,0,5,0.12,0,0,0,0,0,0,5,99868,0,0,0,0,0,0,0,0,,,,,,,3901,91.59,419,9.84,833,19.56,619,14.53,3656,85.84,121,2.84,44,1.04,5,0.12,14,0.33,61,1.43,39,0.91,15,0.86,6,0.37,3169,74.41,316,7.42,722,16.96,416,9.77,2937,68.97,116,2.72,43,1.01,5,0.12,11,0.26,57,1.33,35,0.82,10,0.58,5,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,917,689,4002,128,48,5,15,61,43,17,7,Large Population
2686,36063023404,Niagara,0,5127,2135,0,15,0.29,0,0,0,0,1,0,9.6,87031,0,0,0,0,0,0,0,1,,,,,,,4958,96.71,1211,23.62,1221,23.82,462,9.01,4507,87.9,243,4.74,59,1.15,0,0,8,0.15,141,2.76,119,2.33,127,5.94,140,6.56,4439,86.57,1099,21.43,1100,21.46,404,7.88,4020,78.42,222,4.33,56,1.1,0,0,7,0.14,133,2.59,112,2.19,115,5.38,125,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1301,1269,476,4669,245,59,0,8,146,124,127,138,Large Population
2687,36063023405,Niagara,1,3743,1770,0,0,0,0,0,0,0,1,0,7.8,67995,1,1,1,1,1,0,0,1,2174,3507,2174,600,1089,600,3507,93.69,1089,29.1,722,19.28,558,14.91,3231,86.33,136,3.64,41,1.11,0,0,23,0.6,76,2.02,92,2.46,139,7.83,189,10.65,2174,58.09,600,16.04,494,13.19,314,8.38,2024,54.08,65,1.74,29,0.77,0,0,16,0.44,40,1.06,38,1.01,69,3.87,106,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,761,568,3405,169,50,0,23,96,113,139,189,Large Population
2688,36063023500,Niagara,1,2617,1081,0,121,4.62,0,1,0,0,0,1,28.3,43194,0,1,0,1,0,0,0,0,201,1392,201,111,812,111,1392,53.2,812,31.04,298,11.4,305,11.65,1226,46.85,109,4.15,2,0.08,0,0,8,0.3,48,1.82,24,0.92,65,6.02,140,12.99,201,7.7,111,4.26,34,1.31,83,3.17,190,7.25,9,0.34,1,0.03,0,0,0,0,2,0.08,2,0.07,3,0.29,18,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555,639,422,2177,252,5,0,10,173,120,141,280,Medium Population
2689,36063023600,Niagara,1,3878,1604,0,6,0.15,1,1,1,1,1,1,18.1,57546,1,1,1,1,1,0,0,1,1428,3878,1428,588,1386,588,3878,100,1386,35.75,993,25.61,387,9.98,3246,83.7,405,10.44,18,0.46,2,0.05,14,0.36,193,4.98,136,3.51,120,7.51,315,19.64,1428,36.82,588,15.16,381,9.81,151,3.9,1162,29.96,178,4.6,4,0.09,2,0.05,3,0.09,79,2.04,51,1.31,55,3.45,114,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375,993,387,3246,405,18,2,14,193,136,119,313,Large Population
2690,36063023700,Niagara,1,2059,1026,0,77,3.74,0,1,0,1,1,1,29.2,37560,0,1,0,1,0,0,0,1,,1542,,,878,,1542,74.91,878,42.64,377,18.29,98,4.78,1161,56.39,232,11.29,10,0.49,1,0.05,18,0.87,120,5.82,68,3.31,217,21.11,231,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109,423,196,1568,298,10,1,25,157,93,346,324,Medium Population
2691,36063023800,Niagara,1,3364,1351,0,28,0.83,0,1,0,0,0,1,15.2,60353,0,1,0,1,0,0,0,0,138,1333,138,69,558,69,1333,39.61,558,16.59,351,10.44,155,4.59,1200,35.66,84,2.5,10,0.29,0,0,6,0.18,33,0.98,39,1.15,26,1.92,70,5.21,138,4.11,69,2.05,41,1.21,17,0.49,134,4,0,0,1,0.02,0,0,0,0,3,0.09,1,0.02,4,0.31,6,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289,902,314,2954,254,18,1,21,116,116,94,162,Large Population
2692,36063023901,Niagara,1,3941,1795,0,10,0.25,0,0,0,0,1,0,11.1,72331,0,1,0,1,0,0,0,1,1,2987,1,0,688,0,2987,75.78,688,17.46,638,16.18,460,11.68,2761,70.07,104,2.63,11,0.29,0,0,4,0.09,107,2.7,71,1.8,144,8,118,6.6,1,0.02,0,0,0,0,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937,808,641,3656,130,20,0,5,130,84,191,153,Large Population
2693,36063023902,Niagara,1,5306,2296,0,235,4.43,0,0,0,0,1,0,8.3,75625,1,1,1,1,1,0,0,1,2149,5106,2149,328,1212,328,5106,96.22,1212,22.84,987,18.61,1040,19.6,4736,89.26,179,3.37,38,0.72,0,0,19,0.35,134,2.52,112,2.12,113,4.9,173,7.52,2149,40.51,328,6.19,380,7.17,557,10.5,2049,38.62,38,0.72,24,0.44,0,0,1,0.02,37,0.7,35,0.66,42,1.81,65,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253,1043,1061,4918,187,39,0,21,141,125,117,177,Large Population
2694,36063024001,Niagara,0,5985,2285,0,73,1.22,0,0,0,0,0,0,10.1,66908,0,0,0,0,0,0,0,0,,,,,,,5985,100,1276,21.32,1326,22.16,881,14.72,5796,96.84,43,0.72,18,0.3,3,0.05,34,0.57,91,1.52,53,0.89,72,3.17,205,8.98,5972,99.78,1272,21.26,1324,22.13,878,14.66,5783,96.63,43,0.72,18,0.3,3,0.05,34,0.57,91,1.52,53,0.89,72,3.15,205,8.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1265,1326,881,5796,43,18,3,34,91,53,67,193,Large Population
2695,36063024002,Niagara,1,1840,742,0,0,0,1,1,1,0,0,1,15.2,53021,1,1,1,1,1,0,0,0,1840,1840,1840,708,708,708,1840,100,708,38.49,499,27.12,249,13.53,1747,94.95,9,0.49,7,0.38,0,0,19,1.03,58,3.15,47,2.55,55,7.44,95,12.81,1840,100,708,38.49,499,27.12,249,13.53,1747,94.95,9,0.49,7,0.38,0,0,19,1.03,58,3.15,47,2.55,55,7.44,95,12.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,499,249,1747,9,7,0,19,58,47,54,93,Medium Population
2696,36063024101,Niagara,0,3952,1489,0,0,0,0,0,0,0,0,0,12.8,76667,0,0,0,0,0,0,0,0,,,,,,,3952,100,1011,25.57,948,23.99,535,13.54,3842,97.22,11,0.28,12,0.3,1,0.03,28,0.71,58,1.47,65,1.64,65,4.39,174,11.67,3952,100,1011,25.57,948,23.99,535,13.54,3842,97.22,11,0.28,12,0.3,1,0.03,28,0.71,58,1.47,65,1.64,65,4.39,174,11.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991,948,535,3842,11,12,1,28,58,65,73,190,Large Population
2697,36063024102,Niagara,0,2662,988,0,15,0.56,0,0,0,0,0,0,11.4,66563,0,0,0,0,0,0,0,0,,,,,,,2662,100,711,26.72,689,25.88,361,13.56,2585,97.11,19,0.71,8,0.3,0,0,16,0.6,34,1.28,86,3.23,28,2.87,102,10.35,2662,100,711,26.72,689,25.88,361,13.56,2585,97.11,19,0.71,8,0.3,0,0,16,0.6,34,1.28,86,3.23,28,2.87,102,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,689,361,2585,19,8,0,16,34,86,29,106,Medium Population
2698,36063024201,Niagara,1,6799,2625,0,180,2.65,0,0,0,0,0,0,8.4,65385,1,1,1,1,1,0,0,0,3947,5943,3947,1093,1707,1093,5943,87.42,1707,25.11,1386,20.39,1007,14.81,5728,84.25,54,0.8,28,0.41,0,0,27,0.4,106,1.56,70,1.03,79,3.01,239,9.09,3947,58.06,1093,16.08,879,12.93,721,10.6,3828,56.3,32,0.47,9,0.14,0,0,15,0.23,63,0.92,42,0.62,65,2.48,155,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864,1582,1149,6556,59,29,0,33,122,80,88,282,Large Population
2699,36063024202,Niagara,0,2867,1173,0,3,0.1,0,0,0,0,0,0,9.2,69844,0,0,0,0,0,0,0,0,,,,,,,2818,98.3,941,32.82,601,20.96,454,15.84,2710,94.53,17,0.59,9,0.31,5,0.17,12,0.43,65,2.26,84,2.92,40,3.43,93,7.89,2690,93.81,897,31.3,572,19.97,432,15.06,2583,90.1,17,0.59,9,0.31,5,0.17,12,0.42,63,2.21,82,2.85,39,3.34,89,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874,611,465,2757,17,9,5,13,66,85,36,84,Medium Population
2700,36063024301,Niagara,1,1264,528,0,0,0,0,0,0,0,0,0,9.2,83125,0,0,0,0,0,0,0,0,0,415,0,0,87,0,415,32.8,87,6.87,74,5.84,94,7.43,407,32.21,1,0.08,0,0.01,0,0,2,0.12,5,0.39,2,0.14,14,2.67,12,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,314,204,1226,7,1,0,12,18,21,37,31,Medium Population
2701,36063024302,Niagara,0,4729,1873,0,6,0.13,0,0,0,0,0,0,6.7,79188,0,0,0,0,0,0,0,0,,,,,,,4673,98.82,1319,27.88,1012,21.41,689,14.56,4507,95.31,27,0.57,14,0.29,3,0.06,38,0.8,85,1.79,64,1.34,89,4.75,152,8.14,4522,95.63,1259,26.62,982,20.76,665,14.05,4361,92.22,27,0.57,13,0.28,3,0.06,38,0.8,80,1.69,59,1.25,85,4.54,148,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349,1022,696,4562,27,14,3,38,85,64,92,152,Large Population
2702,36063024303,Niagara,0,5839,2180,0,290,4.97,0,0,0,0,1,0,4.6,92102,0,0,0,0,0,0,0,1,,,,,,,5364,91.86,518,8.87,1112,19.05,748,12.81,5171,88.56,75,1.28,12,0.21,6,0.1,36,0.62,64,1.09,68,1.17,110,5.06,78,3.57,5015,85.89,463,7.92,1085,18.57,676,11.59,4868,83.37,42,0.72,10,0.17,6,0.1,33,0.57,56,0.96,59,1.01,100,4.59,74,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560,1193,811,5610,90,13,6,46,74,77,134,90,Large Population
2703,36063024401,Niagara,1,2701,1289,0,107,3.96,0,0,0,0,0,0,9.2,87838,0,1,0,1,0,0,0,0,12,1255,12,3,259,3,1255,46.47,259,9.6,231,8.57,251,9.31,1181,43.71,20,0.73,19,0.71,0,0,15,0.54,21,0.78,24,0.87,7,0.56,29,2.27,12,0.45,3,0.1,2,0.07,1,0.05,12,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574,445,708,2587,37,29,0,18,30,38,96,69,Medium Population
2704,36063024404,Niagara,1,4795,1984,0,268,5.59,0,0,0,0,0,0,2.5,100227,1,1,1,1,1,0,0,0,2456,4090,2456,241,483,241,4090,85.3,483,10.06,708,14.77,1134,23.64,3957,82.52,36,0.75,35,0.73,0,0,19,0.4,43,0.9,57,1.2,69,3.48,43,2.18,2456,51.22,241,5.02,363,7.56,803,16.74,2371,49.45,30,0.62,15,0.31,0,0,13,0.27,27,0.57,34,0.71,34,1.74,26,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,801,1348,4644,41,42,0,21,47,64,96,53,Large Population
2705,36063024405,Niagara,0,5329,2154,0,6,0.11,0,0,0,0,0,0,7.4,96103,0,0,0,0,0,0,0,0,,,,,,,5228,98.1,925,17.36,1085,20.35,999,18.75,5025,94.3,27,0.5,33,0.63,4,0.08,76,1.43,62,1.17,74,1.39,26,1.23,37,1.73,4240,79.56,805,15.11,872,16.37,788,14.79,4061,76.2,23,0.44,29,0.55,2,0.05,68,1.28,56,1.05,65,1.22,25,1.17,30,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,1108,1017,5123,27,34,4,78,63,75,27,38,Large Population
2706,36063024406,Niagara,0,3437,826,0,1295,37.68,0,0,0,0,0,0,2.1,77500,0,0,0,0,0,0,0,0,,,,,,,2914,84.79,314,9.13,334,9.71,301,8.75,2684,78.08,97,2.81,31,0.9,0,0,31,0.91,72,2.09,75,2.19,0,0,21,2.56,2258,65.71,220,6.39,207,6.03,179,5.19,2061,59.97,90,2.62,27,0.79,0,0,17,0.48,64,1.85,61,1.77,0,0,12,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,448,381,3188,98,31,0,39,81,76,0,27,Large Population
2707,36063024501,Niagara,1,2783,1092,0,0,0,0,0,0,0,0,0,5.1,91278,1,1,1,1,1,0,0,0,2783,2783,2783,603,603,603,2783,100,603,21.68,621,22.31,505,18.15,2712,97.45,7,0.25,20,0.72,0,0,8,0.29,36,1.29,41,1.47,38,3.47,59,5.39,2783,100,603,21.68,621,22.31,505,18.15,2712,97.45,7,0.25,20,0.72,0,0,8,0.29,36,1.29,41,1.47,38,3.47,59,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,621,505,2712,7,20,0,8,36,41,38,60,Medium Population
2708,36063024502,Niagara,0,3988,1690,0,0,0,0,0,0,0,0,0,4.6,84375,0,0,0,0,0,0,0,0,,,,,,,3988,100,806,20.21,812,20.36,659,16.52,3852,96.59,22,0.55,12,0.3,1,0.03,30,0.75,71,1.78,72,1.81,40,2.38,101,5.98,3988,100,806,20.21,812,20.36,659,16.52,3852,96.59,22,0.55,12,0.3,1,0.03,30,0.75,71,1.78,72,1.81,40,2.38,101,5.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,812,659,3852,22,12,1,30,71,72,37,93,Large Population
2709,36063024600,Niagara,1,4765,1986,0,15,0.31,0,0,0,0,0,0,4.7,81711,0,1,0,1,0,0,0,0,137,1288,137,20,233,20,1288,27.03,233,4.88,271,5.68,229,4.81,1249,26.21,8,0.18,10,0.2,0,0,3,0.07,18,0.37,19,0.39,17,0.85,29,1.47,137,2.88,20,0.42,29,0.61,27,0.56,134,2.82,1,0.02,0,0.01,0,0,1,0.01,1,0.02,2,0.04,2,0.11,3,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,939,884,4640,35,32,0,6,52,54,48,102,Large Population
2710,36063940001,Niagara,0,1152,456,0,0,0,0,0,0,0,0,1,32.4,36125,0,0,0,0,0,0,0,0,,,,,,,1109,96.31,549,47.65,340,29.55,167,14.51,690,59.88,14,1.21,11,0.95,0,0,305,26.5,89,7.76,41,3.56,36,7.85,40,8.76,955,82.86,460,39.94,301,26.09,138,11.99,596,51.75,13,1.11,7,0.61,0,0,261,22.7,77,6.69,38,3.34,25,5.45,34,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536,352,176,720,14,11,0,316,91,41,31,36,Medium Population
2711,36065020102,Oneida,1,1237,532,0,98,7.92,1,1,1,1,1,1,41.6,21719,1,1,1,1,1,0,0,1,539,1167,539,411,890,411,1167,94.34,890,71.91,311,25.14,97,7.84,837,67.66,202,16.33,13,1.05,0,0,2,0.16,113,9.14,138,11.16,205,38.6,275,51.73,539,43.54,411,33.2,155,12.54,57,4.58,406,32.79,79,6.36,3,0.22,0,0,0,0,52,4.17,67,5.4,95,17.88,128,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,312,102,883,221,13,0,2,118,145,251,335,Medium Population
2712,36065020300,Oneida,1,1366,790,0,109,7.98,0,0,0,0,0,1,62,14458,0,0,0,0,0,0,0,0,,65,,,51,,65,4.75,51,3.74,11,0.82,7,0.52,36,2.66,18,1.29,1,0.08,0,0,0,0.01,10,0.7,8,0.58,26,3.29,32,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866,245,149,753,379,89,0,3,142,113,384,471,Medium Population
2713,36065020705,Oneida,1,2090,847,0,115,5.5,0,0,0,0,0,0,10.1,64917,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624,440,323,1705,206,40,2,0,137,167,95,132,Medium Population
2714,36065020802,Oneida,1,3949,1541,0,24,0.61,0,1,0,1,1,1,32.8,30478,0,1,0,1,0,0,0,1,101,2757,101,67,1892,67,2757,69.82,1892,47.91,753,19.08,344,8.72,2080,52.67,311,7.88,153,3.87,0,0,9,0.22,205,5.18,315,7.97,228,14.76,430,27.88,101,2.55,67,1.68,12,0.31,30,0.77,95,2.41,4,0.1,0,0,0,0,0,0.01,1,0.03,2,0.05,8,0.49,18,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927,1163,442,2703,559,264,0,24,399,596,342,566,Large Population
2715,36065020803,Oneida,1,2719,960,0,0,0,0,0,0,0,0,1,51.7,20897,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720,944,220,1435,407,472,1,3,401,559,188,493,Medium Population
2716,36065020900,Oneida,1,2250,925,0,0,0,0,1,0,1,1,1,41.5,37422,0,1,0,1,0,0,0,1,294,2179,294,225,1494,225,2179,96.84,1494,66.4,648,28.81,184,8.16,1278,56.78,474,21.07,102,4.53,0,0,16,0.71,309,13.75,275,12.21,298,32.24,449,48.57,294,13.05,225,10.02,89,3.94,33,1.45,185,8.21,53,2.35,23,1,0,0,0,0,33,1.48,32,1.41,47,5.11,60,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426,668,192,1332,480,107,0,16,315,281,261,401,Medium Population
2717,36065021000,Oneida,1,1734,896,0,2,0.12,0,0,0,0,0,1,51.8,21534,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257,453,347,941,323,283,0,8,179,227,322,468,Medium Population
2718,36065021101,Oneida,1,1159,496,0,87,7.51,0,1,0,1,1,1,45.5,18235,0,1,0,1,0,0,0,1,,880,,,725,,880,75.91,725,62.53,236,20.39,77,6.62,488,42.14,168,14.47,70,6.05,0,0,6,0.52,147,12.73,167,14.39,110,22.13,177,35.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958,273,93,694,206,83,0,8,168,195,133,215,Medium Population
2719,36065021102,Oneida,1,2541,1021,0,214,8.42,0,1,0,0,0,1,39.1,36190,0,1,0,1,0,0,0,0,,535,,,310,,535,21.06,310,12.22,145,5.7,49,1.94,342,13.45,119,4.68,17,0.66,0,0,0,0.02,57,2.25,73,2.88,71,6.98,83,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615,626,369,1550,546,138,4,9,294,347,358,346,Medium Population
2720,36065021103,Oneida,1,1520,659,0,16,1.05,0,0,0,0,0,1,35.6,34333,0,0,0,0,0,0,0,0,,1,,,1,,1,0.09,1,0.05,0,0.01,0,0.02,1,0.08,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819,413,180,1105,269,40,1,1,104,199,167,251,Medium Population
2721,36065021201,Oneida,1,2064,672,0,0,0,0,0,0,0,0,1,44.7,23659,0,0,0,0,0,0,0,0,,35,,,27,,35,1.7,27,1.3,15,0.72,2,0.1,10,0.48,12,0.6,8,0.38,0,0,0,0.01,5,0.23,8,0.4,3,0.45,5,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644,735,154,852,524,423,1,15,249,351,172,360,Medium Population
2722,36065021202,Oneida,1,2860,975,0,10,0.35,0,1,0,1,1,1,37.4,34894,0,1,0,1,0,0,0,1,,2247,,,1417,,2247,78.56,1417,49.53,702,24.55,224,7.82,1046,36.57,518,18.12,473,16.54,4,0.15,5,0.17,200,7.01,275,9.63,120,12.27,264,27.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124,899,286,1397,590,630,5,5,233,337,153,314,Medium Population
2723,36065021301,Oneida,1,3326,1229,0,438,13.17,1,1,1,1,1,1,29.4,70729,1,1,1,1,1,0,0,1,2251,3326,2251,777,1416,777,3326,100,1416,42.59,755,22.7,1066,32.05,2800,84.19,393,11.82,24,0.72,0,0,4,0.12,105,3.16,173,5.2,326,26.49,251,20.44,2251,67.69,777,23.36,463,13.92,856,25.74,1906,57.31,266,7.99,20,0.59,0,0,3,0.08,57,1.73,109,3.27,214,17.38,164,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1033,755,1066,2800,393,24,0,4,105,173,276,232,Large Population
2724,36065021302,Oneida,1,3747,1512,0,8,0.21,0,1,0,0,0,1,28.1,38924,0,1,0,1,0,0,0,0,,1349,,,622,,1349,36.01,622,16.61,330,8.8,187,4.99,1176,31.39,55,1.47,45,1.19,1,0.02,0,0,72,1.93,84,2.23,30,2.01,168,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943,1000,480,3065,308,123,1,4,246,334,344,448,Large Population
2725,36065021303,Oneida,1,3039,1095,0,497,16.35,0,0,0,0,0,0,7,67875,0,1,0,1,0,0,0,0,96,1790,96,28,516,28,1790,58.89,516,16.99,223,7.34,332,10.94,1539,50.64,140,4.61,52,1.71,0,0,2,0.07,57,1.87,75,2.48,14,1.31,48,4.42,96,3.16,28,0.91,8,0.25,5,0.18,70,2.31,17,0.57,4,0.12,0,0,0,0.01,5,0.16,6,0.21,0,0,1,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,486,590,2650,188,126,0,2,73,111,36,88,Large Population
2726,36065021401,Oneida,1,2676,1155,0,0,0,0,1,0,1,1,1,31.3,44821,0,1,0,1,0,0,0,1,1,2535,1,0,1543,0,2535,94.74,1543,57.65,643,24.04,330,12.34,1785,66.72,408,15.24,98,3.65,4,0.15,12,0.43,229,8.56,244,9.12,218,18.9,274,23.73,1,0.02,0,0.02,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399,656,358,1913,412,103,4,12,232,250,210,265,Medium Population
